
ArraySize; ThreadsX; ThreadsY; GridSizeX; GridSizeY; Kernel 1; Kernel 2.1; Kernel 2.2; Kernel 1.2; HostTime; HostToDevice; DeviceToHost; CacheConfiguration
16384;512;1;32;1;0.175043;0.00896506;0.0129362;0.060385;0.824318;0.100833;2.9376e-05;PrefereL1
16384;512;1;32;1;0.164214;0.00785523;0.0115587;0.051217;0.824062;0.112163;2.9216e-05;PrefereL1
16384;512;1;32;1;0.183997;0.0078807;0.0115582;0.0513002;0.82412;0.110924;2.912e-05;PrefereL1
16384;512;1;32;1;0.178158;0.00791754;0.011616;0.0515686;0.824095;0.102743;2.8416e-05;PrefereL1
16384;512;1;32;1;0.180668;0.00793421;0.0116036;0.0516342;0.823563;0.103088;2.7904e-05;PrefereL1
16384;512;1;32;1;0.313857;0.00787197;0.0115693;0.0513031;0.823745;0.101806;2.8032e-05;PrefereL1
16384;512;1;32;1;0.310233;0.00785114;0.0115591;0.0513432;0.824864;0.10938;2.8992e-05;PrefereL1
16384;512;1;32;1;0.311037;0.00789302;0.0116224;0.0516393;0.824133;0.111168;2.7712e-05;PrefereL1
16384;512;1;32;1;0.308678;0.00797901;0.0116797;0.0525517;0.824644;0.111364;3.0048e-05;PrefereL1
16384;512;1;32;1;0.311063;0.00797126;0.0116727;0.0521347;0.824735;0.0988795;2.8416e-05;PrefereL1
16384;512;1;32;1;0.307283;0.00795834;0.0116773;0.0521795;0.823806;0.100522;2.8704e-05;PrefereL1
4096;512;1;8;1;0.0175227;0.000570368;0.00073728;0.0147216;0.0547022;0.00707376;1.5424e-05;PrefereL1
4096;512;1;8;1;0.0174961;0.000569632;0.00073728;0.0147711;0.0515786;0.00691485;1.5232e-05;PrefereL1
20480;512;1;40;1;0.449425;0.0125659;0.0180982;0.0677061;1.28741;0.170475;3.2896e-05;PrefereL1
20480;512;1;40;1;0.450111;0.0125619;0.018081;0.0678872;1.29114;0.172216;3.3472e-05;PrefereL1
20480;512;1;40;1;0.450515;0.0126451;0.0181924;0.0682648;1.28806;0.171866;3.2896e-05;PrefereL1
20480;512;1;40;1;0.480704;0.0125855;0.01809;0.0676645;1.28833;0.159119;3.3024e-05;PrefereL1
20480;512;1;40;1;0.449815;0.0125746;0.0180797;0.0680635;1.28727;0.16098;3.2672e-05;PrefereL1
20480;512;1;40;1;0.492421;0.0125792;0.0180659;0.0677244;1.287;0.159274;3.3088e-05;PrefereL1
20480;512;1;40;1;0.465117;0.012579;0.0178607;0.0677654;1.28772;0.175973;3.3568e-05;PrefereL1
20480;512;1;40;1;1.83755;0.0604017;0.0412141;1.67021;1.28785;0.168986;3.2608e-05;PrefereL1
20480;512;1;40;1;0.447028;0.0125112;0.0178035;0.0672404;1.28756;0.172969;3.3216e-05;PrefereL1
20480;512;1;40;1;1.84605;0.060876;0.0414517;1.6777;1.29079;0.168868;3.3504e-05;PrefereL1
20480;512;1;40;1;1.84852;0.0608789;0.0416278;1.66762;1.28754;0.16008;3.232e-05;PrefereL1
20480;512;1;40;1;1.86356;0.06085;0.0416359;1.68041;1.28818;0.171397;3.3024e-05;PrefereL1
20480;512;1;40;1;1.87704;0.0608666;0.0416448;1.67499;1.28765;0.156063;3.5168e-05;PrefereL1
20480;512;1;40;1;0.449985;0.0125823;0.0180635;0.0676209;1.28706;0.159788;3.2832e-05;PrefereL1
20480;512;1;40;1;0.450064;0.0125665;0.0180838;0.0676133;1.28747;0.157804;3.2352e-05;PrefereL1
20480;512;1;40;1;0.495032;0.0125706;0.0181024;0.0676905;1.29035;0.160766;3.2768e-05;PrefereL1
20480;512;1;40;1;1.85213;0.0608613;0.0416163;1.68093;1.28692;0.158418;3.2992e-05;PrefereL1
20480;512;1;40;1;1.84897;0.0608499;0.0416186;1.67795;1.28722;0.159601;3.2768e-05;PrefereL1
20480;512;1;40;1;0.450229;0.012586;0.0180763;0.0676821;1.28723;0.156337;3.2864e-05;PrefereL1
20480;512;1;40;1;0.44984;0.0126177;0.0181086;0.0677032;1.28824;0.155021;3.3248e-05;PrefereL1
20480;512;1;40;1;0.449913;0.012592;0.0180742;0.0676225;1.28983;0.155832;3.2032e-05;PrefereL1
20480;512;1;40;1;0.492794;0.0125746;0.0110754;0.0676818;1.29005;0.169143;3.248e-05;PrefereL1
20480;512;1;40;1;0.450292;0.0125727;0.016132;0.0676454;1.28744;0.171582;3.36e-05;PrefereL1
20480;512;1;40;1;0.493799;0.0125828;0.0161129;0.0675621;1.28779;0.157688;3.1488e-05;PrefereL1
20480;512;1;40;1;0.450128;0.0125743;0.0161321;0.0676045;1.29148;0.158053;3.2576e-05;PrefereL1
20480;512;1;40;1;0.646973;0.0140584;0.0151693;0.0677811;1.28799;0.156279;3.2256e-05;PrefereL1
16384;512;1;32;1;0.408667;0.00902861;0.00986298;0.0516724;0.823974;0.0986051;2.8992e-05;PrefereL1
1024;512;1;2;1;0.0013271;5.2672e-05;4.9696e-05;0.00369261;0.00519966;0.000565216;1.2288e-05;PrefereL1
2048;512;1;4;1;0.00617763;0.000181152;0.000192576;0.00784163;0.0175498;0.00185958;1.3824e-05;PrefereL1
6144;512;1;12;1;0.056148;0.00153037;0.00165478;0.0227454;0.116049;0.0160522;1.7472e-05;PrefereL1
4096;512;1;8;1;0.0247948;0.000687584;0.000762848;0.014604;0.0515809;0.00739546;1.6192e-05;PrefereL1
3072;512;1;6;1;0.0128919;0.000393216;0.000421888;0.0114004;0.0334247;0.00447462;1.4624e-05;PrefereL1
2048;512;1;4;1;0.00568528;0.000181824;0.000192512;0.00736874;0.0174782;0.00171421;1.3344e-05;PrefereL1
2048;512;1;4;1;0.00568474;0.00018096;0.000192512;0.00745827;0.0157314;0.00182778;1.3536e-05;PrefereL1
10240;512;1;20;1;0.16913;0.00423536;0.00444979;0.0388456;0.322101;0.040809;2.2944e-05;PrefereL1
10240;512;1;20;1;0.162761;0.00390928;0.00412544;0.035326;0.322556;0.0432866;2.24e-05;PrefereL1
10240;512;1;20;1;0.16909;0.00424346;0.00444397;0.0388727;0.322303;0.0415548;2.2656e-05;PrefereL1
16384;512;1;32;1;0.412729;0.00902586;0.00986976;0.0516629;0.824082;0.111446;2.8832e-05;PrefereL1
16384;512;1;32;1;0.41308;0.00903341;0.00986326;0.0515604;0.824413;0.109996;2.7424e-05;PrefereL1
16384;512;1;32;1;0.414987;0.00903603;0.0098671;0.051534;0.82487;0.110416;2.864e-05;PrefereL1
16384;512;1;32;1;0.411519;0.00903366;0.00987526;0.0516037;0.82472;0.111952;2.8544e-05;PrefereL1
2048;512;1;4;1;0.0056873;0.00018432;0.0001944;0.00744598;0.0159837;0.0018583;1.5168e-05;PrefereL1
16384;512;1;32;1;0.40879;0.00903722;0.00987328;0.0516244;0.824188;0.110848;2.912e-05;PrefereL1
8192;512;1;16;1;0.107593;0.00270387;0.00302426;0.0297692;0.20606;0.027769;2.0896e-05;PrefereL1
8192;512;1;16;1;0.107243;0.0026999;0.00302086;0.025263;0.206212;0.0260833;2.0128e-05;PrefereL1
8192;512;1;16;1;0.107267;0.00269741;0.00301939;0.029872;0.206361;0.0286035;1.9904e-05;PrefereL1
8192;512;1;16;1;0.107325;0.00269898;0.00302093;0.0298434;0.206237;0.0277222;1.9712e-05;PrefereL1
8192;512;1;16;1;0.107308;0.00270307;0.00301603;0.0302288;0.206836;0.0255884;2.0192e-05;PrefereL1
8192;512;1;16;1;0.155925;0.00270304;0.00114282;0.029855;0.206217;0.0259249;1.904e-05;PrefereL1
8192;512;1;16;1;0.150581;0.00251021;0.00107021;0.0274178;0.206119;0.0255151;1.9936e-05;PrefereL1
8192;512;1;16;1;0.155504;0.0027031;0.00114326;0.0265639;0.206253;0.028947;1.968e-05;PrefereL1
8192;512;1;16;1;0.155463;0.00269997;0.00114342;0.0298821;0.20612;0.0288643;1.9712e-05;PrefereL1
8192;512;1;16;1;0.15543;0.0027016;0.00114224;0.029837;0.206297;0.0280344;1.952e-05;PrefereL1
8192;512;1;16;1;0.155646;0.00270422;0.00114058;0.0298796;0.206175;0.0283196;1.9648e-05;PrefereL1
8192;512;1;16;1;0.155563;0.00270454;0.0706036;0.0297844;0.206244;0.0278729;2.08e-05;PrefereL1
8192;512;1;16;1;0.15276;0.00225059;0.0582578;0.0243658;0.206046;0.0258796;1.9936e-05;PrefereL1
8192;512;1;16;1;0.151925;0.00224666;0.0582672;0.0243387;0.20611;0.0249229;1.9904e-05;PrefereL1
8192;512;1;16;1;0.155797;0.00271309;0.0719101;0.0298626;0.206126;0.0286297;1.9456e-05;PrefereL1
8192;512;1;16;1;0.150301;0.00248518;0.0648849;0.0274112;0.206026;0.026356;1.9808e-05;PrefereL1
8192;512;1;16;1;0.155795;0.00272438;0.0659015;0.0243331;0.206162;0.028195;2.0384e-05;PrefereL1
8192;512;1;16;1;0.146758;0.00225117;0.0576477;0.024785;0.206454;0.027821;1.936e-05;PrefereL1
8192;512;1;16;1;0.155463;0.00270842;0.00114086;0.0298934;0.206151;0.0283385;1.9712e-05;PrefereL1
8192;512;1;16;1;0.155793;0.00271578;0.0667111;0.0243811;0.206253;0.0260826;1.9776e-05;PrefereL1
8192;512;1;16;1;0.155814;0.00271264;0.0654739;0.0243409;0.206415;0.028952;1.9392e-05;PrefereL1
8192;512;1;16;1;0.155797;0.00270864;0.0580287;0.0243689;0.20607;0.0251692;1.9968e-05;PrefereL1
8192;512;1;16;1;0.155811;0.0027161;0.0635645;0.0243432;0.206228;0.0255905;1.9488e-05;PrefereL1
8192;512;1;16;1;0.155779;0.00271382;0.0702329;0.0298189;0.206452;0.0283049;1.968e-05;PrefereL1
8192;512;1;16;1;0.155614;0.00270336;0.0613301;0.0243478;0.206207;0.0256089;1.9328e-05;PrefereL1
8192;512;1;16;1;0.455868;0.0115303;0.056957;0.501425;0.206126;0.0256495;2e-05;PrefereL1
8192;512;1;16;1;0.4501;0.0115294;0.0569439;0.500938;0.206222;0.0257354;2.0448e-05;PrefereL1
8192;512;1;16;1;0.462186;0.0115291;0.0569042;0.50128;0.206257;0.025862;2.0416e-05;PrefereL1
8192;512;1;16;1;0.446547;0.011529;0.0569624;0.502368;0.206072;0.0259121;1.9776e-05;PrefereL1
8192;512;1;16;1;0.451811;0.0115295;0.0569489;0.502158;0.206295;0.0257884;1.9744e-05;PrefereL1
8192;512;1;16;1;0.451829;0.011529;0.0569131;0.501938;0.206371;0.0256733;2e-05;PrefereL1
8192;512;1;16;1;0.23485;0.0115492;0.05693;0.50033;0.206129;0.027924;2.0672e-05;PrefereL1
8192;512;1;16;1;0.26111;0.0115474;0.0572761;0.498466;0.206231;0.0260004;2.0832e-05;PrefereL1
8192;512;1;16;1;0.0444476;0.00271011;0.0702292;0.0298087;0.206632;0.0257415;1.9552e-05;PrefereL1
8192;512;1;16;1;0.107727;0.00270275;0.0701829;0.0298736;0.206356;0.0256524;1.952e-05;PrefereL1
8192;512;1;16;1;0.41943;0.0115301;0.0568869;0.498818;0.206002;0.0258577;1.9744e-05;PrefereL1
8192;512;1;16;1;0.433059;0.0115304;0.0569272;0.501742;0.206214;0.0256225;2.0128e-05;PrefereL1
8192;512;1;16;1;0.107459;0.00270157;0.0706375;0.0299575;0.206232;0.0259888;1.9136e-05;PrefereL1
8192;512;1;16;1;0.107391;0.00270141;0.0702526;0.0298287;0.206004;0.025708;1.968e-05;PrefereL1
8192;512;1;16;1;0.107393;0.00270742;0.0702602;0.029862;0.206416;0.0245097;2.0064e-05;PrefereL1
8192;512;1;16;1;0.107508;0.00271494;0.0675276;0.0243481;0.206144;0.0265488;1.9904e-05;PrefereL1
8192;512;1;16;1;0.107518;0.00271232;0.0694727;0.0243052;0.206167;0.0267523;1.9904e-05;PrefereL1
8192;512;1;16;1;0.107404;0.00225571;0.0568846;0.024337;0.209598;0.0263004;1.952e-05;PrefereL1
8192;512;1;16;1;0.40586;0.0115293;0.0569613;0.502595;0.206079;0.0260868;2.0064e-05;PrefereL1
8192;512;1;16;1;0.107379;0.00270893;0.0696832;0.0244094;0.205995;0.0256034;1.9904e-05;PrefereL1
8192;512;1;16;1;0.413631;0.0115302;0.0569522;0.501449;0.206235;0.0279561;2.0192e-05;PrefereL1
8192;512;1;16;1;0.10607;0.00246509;0.0628625;0.0268697;0.206235;0.0285697;1.9584e-05;PrefereL1
8192;512;1;16;1;0.107524;0.00271261;0.0702561;0.0283163;0.206185;0.0260428;2.0288e-05;PrefereL1
8192;512;1;16;1;0.107372;0.00270682;0.070237;0.0298308;0.206313;0.0263527;1.9232e-05;PrefereL1
8192;512;1;16;1;0.10594;0.00241264;0.0612447;0.0264493;0.206274;0.028243;1.9584e-05;PrefereL1
8192;512;1;16;1;0.107355;0.00269757;0.063987;0.0244148;0.206158;0.0286023;1.9936e-05;PrefereL1
8192;512;1;16;1;0.107333;0.00270317;0.0700864;0.0297758;0.206158;0.0282191;1.9936e-05;PrefereL1
8192;512;1;16;1;0.107368;0.00270253;0.0582571;0.0245956;0.206135;0.02775;2.048e-05;PrefereL1
8192;512;1;16;1;0.107375;0.00270714;0.0705462;0.0252217;0.206139;0.0251946;2.0992e-05;PrefereL1
8192;512;1;16;1;0.107383;0.00269859;0.07032;0.0294879;0.206301;0.027727;2.032e-05;PrefereL1
8192;512;1;16;1;0.107859;0.00271446;0.0702483;0.0299079;0.206168;0.0259016;1.9584e-05;PrefereL1
8192;512;1;16;1;0.434743;0.0115298;0.0569141;0.502865;0.20618;0.0246668;2.0576e-05;PrefereL1
8192;512;1;16;1;0.107447;0.00271018;0.0703082;0.0298386;0.206089;0.0290494;1.9616e-05;PrefereL1
8192;512;1;16;1;0.107281;0.002704;0.0631989;0.0244231;0.206648;0.0241097;1.92e-05;PrefereL1
8192;512;1;16;1;0.106966;0.00225178;0.0571828;0.024478;0.206148;0.0289075;1.9808e-05;PrefereL1
8192;512;1;16;1;0.107365;0.00263312;0.0569058;0.0243195;0.206288;0.0280448;2.032e-05;PrefereL1
8192;512;1;16;1;0.107405;0.00271021;0.0700172;0.0243398;0.206157;0.0260577;2.0672e-05;PrefereL1
8192;512;1;16;1;0.107417;0.00271629;0.0573712;0.0243809;0.20618;0.0262826;1.9136e-05;PrefereL1
8192;512;1;16;1;0.10736;0.00270301;0.066272;0.024596;0.206175;0.0235821;2.0288e-05;PrefereL1
8192;512;1;16;1;0.107321;0.0026992;0.0701947;0.0297894;0.206109;0.025013;2.016e-05;PrefereL1
8192;512;1;16;1;0.0374751;0.0027137;0.0702545;0.0298924;0.206165;0.0279024;1.936e-05;PrefereL1
8192;512;1;16;1;0.107751;0.00270419;0.0611206;0.0244434;0.206792;0.0255578;1.8624e-05;PrefereL1
8192;512;1;16;1;0.107324;0.00244131;0.0568774;0.0244521;0.206204;0.0256973;1.9616e-05;PrefereL1
8192;512;1;16;1;0.107313;0.0027023;0.0639229;0.0243802;0.20641;0.0258908;1.9392e-05;PrefereL1
8192;512;1;16;1;0.10787;0.00271114;0.0625598;0.02444;0.205992;0.0253315;2.0096e-05;PrefereL1
16384;512;1;32;1;0.416334;0.00902714;0.231135;0.0515465;0.823745;0.0983048;2.7936e-05;PrefereL1
16384;512;1;32;1;0.401771;0.0090297;0.231448;0.0517051;0.824883;0.0987679;2.848e-05;PrefereL1
20480;512;1;40;1;0.638863;0.0140453;0.36229;0.0677461;1.28727;0.15414;3.1744e-05;PrefereL1
20480;512;1;40;1;0.598042;0.0140572;0.362232;0.0676281;1.28764;0.159457;3.2544e-05;PrefereL1
20480;512;1;40;1;2.61781;0.0722827;0.362286;1.67273;1.29054;0.155119;3.2864e-05;PrefereL1
20480;512;1;40;1;0.598329;0.0140858;0.362367;0.0679779;1.28879;0.157393;3.2288e-05;PrefereL1
20480;512;1;40;1;0.632986;0.0140651;0.362231;0.0677198;1.28789;0.170749;3.312e-05;PrefereL1
20480;512;1;40;1;0.640293;0.0140594;0.362685;0.0676854;1.28687;0.162624;3.232e-05;PrefereL1
20480;512;1;40;1;0.606922;0.0140564;0.36264;0.0677508;1.28767;0.15452;5.7664e-05;PrefereL1
20480;512;1;40;1;0.612662;0.014061;0.362052;0.0676895;1.28749;0.157703;3.2896e-05;PrefereL1
20480;512;1;40;1;0.598282;0.0140598;0.362444;0.0676603;1.28805;0.155591;3.3344e-05;PrefereL1
20480;512;1;40;1;0.63257;0.0140618;0.36267;0.0676395;1.28739;0.160458;3.2544e-05;PrefereL1
20480;512;1;40;1;0.635599;0.0140505;0.362419;0.0676513;1.28805;0.170191;3.3056e-05;PrefereL1
20480;512;1;40;1;0.597909;0.0140615;0.362572;0.0677986;1.28786;0.171893;3.344e-05;PrefereL1
20480;512;1;40;1;2.59745;0.0722864;0.362616;1.6799;2.79139;0.153529;3.2288e-05;PrefereL1
20480;512;1;40;1;0.64425;0.0140654;0.362432;0.067982;1.28731;0.17185;3.2832e-05;PrefereL1
20480;512;1;40;1;0.645469;0.0140587;0.362401;0.0676722;1.28748;0.160418;3.248e-05;PrefereL1
20480;512;1;40;1;0.621074;0.0140643;0.362274;0.0676308;1.28867;0.154023;3.2512e-05;PrefereL1
20480;512;1;40;1;2.59319;0.0722863;0.362219;1.67537;1.28775;0.160642;3.2512e-05;PrefereL1
20480;512;1;40;1;0.599784;0.0141351;0.365349;0.0682083;1.28828;0.173385;3.1488e-05;PrefereL1
20480;512;1;40;1;0.597922;0.0140497;0.362291;0.067643;1.28818;0.158767;3.1872e-05;PrefereL1
16384;512;1;32;1;0.414852;0.00903734;0.231167;0.0515668;0.824269;0.10307;2.8192e-05;PrefereL1
16384;512;1;32;1;0.413159;0.00903053;0.231503;0.051567;0.823745;0.103477;2.7936e-05;PrefereL1
8192;512;1;16;1;0.107696;0.00271578;0.0597512;0.0243418;0.206226;0.0288632;2.0352e-05;PrefereL1
10240;512;1;20;1;0.168486;0.00422829;0.0897784;0.0317937;0.322271;0.0431703;2.2304e-05;PrefereL1
16384;512;1;32;1;0.413783;0.00903475;0.231427;0.0515485;0.824039;0.0994963;2.8768e-05;PrefereL1
16384;512;1;32;1;0.397133;0.00902397;0.231124;0.0515681;0.824291;0.0984149;2.8704e-05;PrefereL1
16384;512;1;32;1;0.406435;0.00903888;0.231137;0.0515837;0.82405;0.102866;2.8384e-05;PrefereL1
16384;512;1;32;1;0.417424;0.0090288;0.231177;0.0517059;0.824182;0.10056;2.9632e-05;PrefereL1
8192;512;1;16;1;0.107214;0.0027136;0.0702839;0.0299136;0.206096;0.0256463;2.032e-05;PrefereL1
8192;512;1;16;1;0.107002;0.00269322;0.0702586;0.0255078;0.206157;0.0250561;1.9648e-05;PrefereL1
8192;512;1;16;1;0.1073;0.00271238;0.0702378;0.0299689;0.206297;0.0263666;1.9584e-05;PrefereL1
