
ArraySize; ThreadsX; ThreadsY; GridSizeX; GridSizeY; Kernel 1; Kernel 2.1; Kernel 2.2; Kernel 1.2; HostTime; HostToDevice; DeviceToHost; CacheConfiguration
8192;512;1;16;1;0.10576;0.00243322;0.0618162;0.026484;0.205983;0.0264837;1.8944e-05;PrefereL1
8192;512;1;16;1;0.107274;0.0027127;0.0702618;0.029807;0.206066;0.0270239;1.9744e-05;PrefereL1
8192;512;1;16;1;0.107486;0.00269376;0.0702548;0.0297748;0.206507;0.027786;1.9744e-05;PrefereL1
8192;512;1;16;1;0.107259;0.00271008;0.0702483;0.0284599;0.206245;0.0262731;1.9488e-05;PrefereL1
16384;512;1;32;1;0.41571;0.00903165;0.231176;0.0517057;0.824073;0.101012;2.7744e-05;PrefereL1
16384;512;1;32;1;1.68097;0.0462024;0.231153;1.18552;0.823575;0.102244;2.8384e-05;PrefereL1
8192;512;1;16;1;0.405838;0.0115297;0.0569362;0.502673;0.206024;0.0229264;1.984e-05;PrefereL1
10240;512;1;20;1;0.633783;0.0180185;0.0894728;0.655562;0.321974;0.0397221;2.224e-05;PrefereL1
10240;512;1;20;1;0.168921;0.00421667;0.103821;0.0317049;0.322077;0.0367482;2.2208e-05;PrefereL1
8192;512;1;16;1;0.106936;0.00266496;0.0688883;0.0292753;0.206267;0.0278501;1.936e-05;PrefereL1
8192;512;1;16;1;0.106908;0.00266246;0.0691809;0.0293523;0.206102;0.0257261;1.9872e-05;PrefereL1
16384;512;1;32;1;0.417838;0.00904141;0.231435;0.0516598;0.824099;0.102672;2.8288e-05;PrefereL1
8192;512;1;16;1;0.107136;0.00269395;0.0585669;0.0244293;0.206318;0.0239496;1.9104e-05;PrefereL1
8192;512;1;16;1;0.107292;0.00270602;0.0638339;0.0243199;0.206316;0.0236756;1.9456e-05;PrefereL1
16384;512;1;32;1;0.401954;0.00904298;0.231207;0.0517131;0.823929;0.10296;2.832e-05;PrefereL1
16384;512;1;32;1;0.415867;0.00901613;0.23119;0.0516184;0.82481;0.100276;2.7104e-05;PrefereL1
30720;512;1;60;1;1.36893;0.0321294;0.81991;0.124161;2.90151;0.352038;4.2848e-05;PrefereL1
24576;512;1;48;1;0.884642;0.0202793;0.522251;0.0918433;1.854;0.229821;3.7568e-05;PrefereL1
10240;512;1;20;1;0.168442;0.00422554;0.101448;0.0320499;0.322066;0.0409551;2.2112e-05;PrefereL1
8192;512;1;16;1;0.107195;0.0027105;0.0645013;0.02435;0.206288;0.0265047;1.9872e-05;PrefereL1
16384;512;1;32;1;0.415695;0.00919126;0.231201;0.0516664;0.825566;0.0942394;2.7808e-05;PrefereL1
16384;512;1;32;1;1.68518;0.0462009;0.231161;1.18447;0.824641;0.103156;2.8e-05;PrefereL1
16384;512;1;32;1;0.407606;0.0090353;0.231082;0.0515992;0.827313;0.110397;2.9152e-05;PrefereL1
16384;512;1;32;1;0.409764;0.0090376;0.23114;0.0516399;0.825304;0.101754;2.9024e-05;PrefereL1
16384;512;1;32;1;0.434303;0.00902941;0.231384;0.0515891;0.823848;0.102145;2.8512e-05;PrefereL1
16384;512;1;32;1;0.438142;0.00902355;0.2314;0.0516012;0.823996;0.104268;2.8256e-05;PrefereL1
16384;512;1;32;1;0.437628;0.00903958;0.231153;0.0516811;0.82429;0.0977723;2.8672e-05;PrefereL1
16384;512;1;32;1;0.435823;0.00940781;0.231089;0.0515524;0.823981;0.102836;2.8512e-05;PrefereL1
16384;512;1;32;1;0.436921;0.00903782;0.231435;0.0516665;0.824499;0.0996757;2.7392e-05;PrefereL1
16384;512;1;32;1;0.435747;0.00903827;0.231428;0.0516384;0.823952;0.100325;2.768e-05;PrefereL1
16384;512;1;32;1;0.448066;0.00903523;0.231131;0.0516845;0.823952;0.102184;2.8736e-05;PrefereL1
16384;512;1;32;1;0.437855;0.00901997;0.231068;0.052034;0.824564;0.0984137;2.8256e-05;PrefereL1
16384;512;1;32;1;0.443836;0.00902944;0.231154;0.0516455;0.825995;0.101059;2.8128e-05;PrefereL1
16384;512;1;32;1;0.439821;0.00903958;0.231233;0.0516065;0.824243;0.0979492;2.88e-05;PrefereL1
16384;512;1;32;1;0.187315;0.00905645;0.231122;0.0515296;0.823944;0.102121;2.8384e-05;PrefereL1
16384;512;1;32;1;0.203869;0.00913597;0.231176;0.05167;0.823973;0.101062;2.8544e-05;PrefereL1
16384;512;1;32;1;0.201638;0.00904688;0.231193;0.0517144;0.823768;0.099636;2.7872e-05;PrefereL1
16384;512;1;32;1;0.173248;0.0103257;0.238871;0.0507314;0.823497;0.108312;2.9664e-05;PrefereL1
16384;512;1;32;1;0.168399;0.00904915;0.231151;0.0508107;0.826169;0.104906;2.8416e-05;PrefereL1
16384;512;1;32;1;0.176139;0.00904803;0.231071;0.0517344;0.824697;0.098441;2.8512e-05;PrefereL1
16384;512;1;32;1;0.436506;0.00909318;0.232982;0.0521676;0.827315;0.0985733;2.848e-05;PrefereL1
16384;512;1;32;1;0.438288;0.00908925;0.233002;0.0522397;0.823596;0.101248;2.9376e-05;PrefereL1
16384;512;1;32;1;0.430016;0.00909258;0.232935;0.0521833;0.824644;0.109847;2.9216e-05;PrefereL1
16384;512;1;32;1;0.407604;0.00909411;0.233026;0.0521312;0.824076;0.103334;2.832e-05;PrefereL1
16384;512;1;32;1;0.402307;0.00908922;0.233092;0.052185;0.824472;0.101614;2.864e-05;PrefereL1
16384;512;1;32;1;0.442538;0.00909213;0.233002;0.0526489;0.824108;0.101723;2.8448e-05;PrefereL1
16384;512;1;32;1;0.444441;0.00910035;0.232967;0.0521486;0.825826;0.101193;2.8768e-05;PrefereL1
16384;512;1;32;1;0.426262;0.00909002;0.233064;0.052189;0.824299;0.100045;2.8576e-05;PrefereL1
16384;512;1;32;1;0.437;0.00908474;0.232956;0.0520638;0.824723;0.100748;2.8448e-05;PrefereL1
16384;512;1;32;1;0.439794;0.00909315;0.232944;0.0520634;0.824189;0.101371;2.8544e-05;PrefereL1
16384;512;1;32;1;0.403787;0.00903408;0.231168;0.0506768;0.823784;0.105086;2.7808e-05;PrefereL1
16384;512;1;32;1;0.434708;0.00903126;0.233112;0.0522196;0.824565;0.108701;2.9376e-05;PrefereL1
16384;512;1;32;1;0.436743;0.00902688;0.231245;0.0516067;0.824156;0.103004;2.8448e-05;PrefereL1
16384;512;1;32;1;0.436749;0.00903446;0.231095;0.0516553;0.823921;0.102487;2.7968e-05;PrefereL1
16384;512;1;32;1;0.442177;0.00903587;0.23126;0.0516055;0.824436;0.1035;2.8352e-05;PrefereL1
16384;512;1;32;1;0.437618;0.00903427;0.232568;0.0521927;0.825528;0.104159;2.8544e-05;PrefereL1
16384;512;1;32;1;0.452026;0.00908582;0.232939;0.0520635;0.824506;0.11136;2.88e-05;PrefereL1
30720;512;1;60;1;1.45812;0.0321263;0.819461;0.12452;2.89542;0.357414;4.4352e-05;PrefereL1
31744;512;1;62;1;1.57623;0.0339487;0.875949;0.130491;3.09576;0.378597;4.4224e-05;PrefereL1
31744;512;1;62;1;1.56265;0.0339462;0.87622;0.130143;3.09407;0.377139;4.4736e-05;PrefereL1
31744;512;1;62;1;1.55651;0.0339399;0.876445;0.130163;3.09288;0.384084;4.5024e-05;PrefereL1
31744;512;1;62;1;1.57632;0.0342325;0.882524;0.131466;3.09337;0.407672;4.5408e-05;PrefereL1
31744;512;1;62;1;1.56073;0.0339515;0.875871;0.130436;3.0933;0.379053;4.4384e-05;PrefereL1
31744;512;1;62;1;1.48403;0.0339393;0.875994;0.130626;3.09262;0.378378;4.4864e-05;PrefereL1
31744;512;1;62;1;1.52082;0.0339463;0.875965;0.130278;3.0924;0.384919;4.416e-05;PrefereL1
31744;512;1;62;1;0.466956;0.0339492;0.883179;0.131081;3.09292;0.382368;4.4992e-05;PrefereL1
31744;512;1;62;1;1.53822;0.0340069;0.875674;0.130616;3.09199;0.383506;4.4832e-05;PrefereL1
31744;512;1;62;1;1.52492;0.0339566;0.8761;0.130279;3.09423;0.379147;4.4544e-05;PrefereL1
31744;512;1;62;1;0.443285;0.034251;0.88312;0.131133;3.09234;0.381737;4.448e-05;PrefereL1
31744;512;1;62;1;0.447303;0.0342438;0.883176;0.131103;3.09187;0.382556;4.3648e-05;PrefereL1
31744;512;1;62;1;1.51568;0.0339631;0.882683;0.131091;3.09593;0.375444;4.4704e-05;PrefereL1
31744;512;1;62;1;1.51286;0.0341812;0.882976;0.131061;3.09249;0.386648;4.4896e-05;PrefereL1
31744;512;1;62;1;1.52667;0.0341714;0.883114;0.131137;3.09293;0.380225;4.4096e-05;PrefereL1
31744;512;1;62;1;1.54891;0.0341745;0.882949;0.131173;3.09694;0.410744;4.4064e-05;PrefereL1
16384;512;1;32;1;0.41628;0.00903366;0.23118;0.0516226;0.823955;0.102856;2.7808e-05;PrefereL1
16384;512;1;32;1;0.429943;0.00904291;0.231195;0.051687;0.824073;0.102683;2.8704e-05;PrefereL1
16384;512;1;32;1;0.430468;0.00898083;0.229335;0.0512719;0.823637;0.103744;2.7904e-05;PrefereL1
16384;512;1;32;1;0.436298;0.00898422;0.22927;0.0514112;0.824731;0.103572;2.7744e-05;PrefereL1
16384;512;1;32;1;0.419522;0.00898288;0.22933;0.051384;0.823791;0.103061;2.8384e-05;PrefereL1
16384;512;1;32;1;0.429876;0.00898701;0.229574;0.0512822;0.826114;0.0923461;2.8416e-05;PrefereL1
16384;512;1;32;1;0.425051;0.00898352;0.231067;0.0516354;0.824606;0.0997395;2.8768e-05;PrefereL1
16384;512;1;32;1;0.433912;0.00898627;0.229304;0.0514567;0.823894;0.10247;2.8064e-05;PrefereL1
16384;512;1;32;1;0.416648;0.00898854;0.229315;0.0512487;0.823879;0.102412;2.8064e-05;PrefereL1

16384;512;1;32;1;428.83;8.98451;229.299;51.2318;824.485;102.264;0.02784;PrefereL1;GPU01

16384;512;1;32;1;428.048;8.98989;229.271;51.306;824.018;102.692;0.028448;PrefereL1;GPU01

31744;512;1;62;1;1508.97;33.7527;869.393;129.286;3092.7;378.633;0.044256;PrefereL1;GPU01

31744;512;1;62;1;1164.56;36.2247;1143.56;130.345;3092.42;385.411;0.045664;PrefereL1;GPU01

31744;512;1;62;1;1241.44;39.5942;1545.28;130.287;3092.94;384.862;0.044;PrefereL1;GPU01

16384;512;1;32;1;354.75;10.5196;398.341;51.6564;823.773;100.534;0.0296;PrefereL1;GPU01

31744;512;1;62;1;1193.79;42.0109;1545.57;130.362;3093.49;383.09;0.04464;PrefereL1;GPU01

31744;512;1;62;1;1285.16;45.1148;1545.65;130.234;3093.34;381.513;0.044448;PrefereL1;GPU01

31744;512;1;62;1;1396.13;48.4136;1544.96;130.321;3092.46;383.175;0.045152;PrefereL1;GPU01

31744;512;1;62;1;1530.56;33.9477;875.724;130.395;3092.02;382.904;0.04528;PrefereL1;GPU01

16384;512;1;32;1;427.619;9.0353;231.101;51.6863;824.026;101.668;0.027744;PrefereL1;GPU01

16384;512;1;32;1;368.726;12.0269;398.418;51.7092;824.413;102.101;0.028416;PrefereL1;GPU01

16384;512;1;32;1;332.122;11.198;398.613;51.6719;823.97;103.18;0.028128;PrefereL1;GPU01

16384;512;1;32;1;344.187;11.1257;395.195;51.2009;823.775;100.852;0.02736;PrefereL1;GPU01

16384;512;1;32;1;349.787;11.1362;395.476;51.29;823.869;101.86;0.02832;PrefereL1;GPU01

16384;512;1;32;1;349.841;11.1036;398.532;51.7171;823.922;101.551;0.028672;PrefereL1;GPU01

16384;512;1;32;1;351.33;11.1772;398.674;51.6031;823.945;97.7334;0.027264;PrefereL1;GPU01

16384;512;1;32;1;346.019;11.1769;398.402;51.5874;824.991;106.752;0.029216;PrefereL1;GPU01

16384;512;1;32;1;365.116;11.1766;398.651;51.8275;823.762;102.678;0.0288;PrefereL1;GPU01
16384;512;1;32;1;361.152;11.1773;398.708;51.5885;823.88;101.259;0.028032;PrefereL1;GPU01
16384;512;1;32;1;359.166;11.1779;398.392;51.6971;823.866;103.038;0.027424;PrefereL1;GPU01
16384;512;1;32;1;359.624;11.1772;398.548;51.6102;823.823;100.169;0.028224;PrefereL1;GPU01
16384;512;1;32;1;364.26;11.1756;398.752;51.8001;823.988;102.957;0.030176;PrefereL1;GPU01
16384;512;1;32;1;354.605;11.1769;398.431;51.7046;823.867;103.7;0.028544;PrefereL1;GPU01
16384;512;1;32;1;346.922;11.177;398.339;51.63;824.4;103.027;0.028576;PrefereL1;GPU01
31744;512;1;62;1;1274.38;39.5963;1545.33;130.291;3092.25;385.206;0.044992;PrefereL1;GPU01
31744;512;1;62;1;1266.76;39.5918;1545.6;130.2;3092.17;384.199;0.044672;PrefereL1;GPU01
31744;512;1;62;1;1201.8;36.219;1143.18;130.217;3092.49;379.689;0.04496;PrefereL1;GPU01
31744;512;1;62;1;1326.67;45.1173;1545.29;130.522;3092.92;383.343;0.044576;PrefereL1;GPU01
31744;512;1;62;1;1328.57;45.118;1545.61;130.39;3097.72;384.432;0.045568;PrefereL1;GPU01
31744;512;1;62;1;1465.92;48.3269;1545.28;130.25;3092.24;384.635;0.044576;PrefereL1;GPU01
31744;512;1;62;1;1476.04;48.3266;1545.16;130.251;3093;386.101;0.044768;PrefereL1;GPU01
31744;512;1;62;1;1584.58;34.5347;882.933;131.633;3093.82;383.341;0.044384;PrefereL1;GPU01
31744;512;1;62;1;1561.8;33.9459;876.348;130.362;3092.62;382.7;0.043424;Shared;GPU01
31744;512;1;62;1;1568.51;33.9497;876.266;130.185;3095.46;379.974;0.046208;Shared;GPU01
16384;512;1;32;1;346.329;9.55165;300.623;51.626;823.907;96.687;0.029184;Shared;GPU01
16384;512;1;32;1;349.567;10.5246;398.576;52.0401;823.932;99.7763;0.028416;Shared;GPU01
16384;512;1;32;1;350.072;11.1848;398.788;51.6098;824.128;97.0044;0.028704;Shared;GPU01
16384;512;1;32;1;372.205;12.015;398.598;51.6653;824.558;102.772;0.028544;Shared;GPU01
16384;512;1;32;1;386.064;12.0164;398.415;51.6241;824.432;98.2382;0.028;Shared;GPU01
16384;512;1;32;1;378.541;12.0154;398.544;51.6724;823.855;96.9844;0.02784;Shared;GPU01
16384;512;1;32;1;383.021;12.0159;398.404;51.6729;824.139;99.6093;0.02784;Shared;GPU01
31744;512;1;62;1;1479.2;48.3511;1545.4;130.251;3094.26;410.788;0.044608;Shared;GPU01
31744;512;1;62;1;1467.32;48.3496;1545.27;130.267;3093.02;384.5;0.043232;Shared;GPU01
31744;512;1;62;1;1327.87;45.1444;1545.7;130.359;3094.83;376.804;0.044352;Shared;GPU01
31744;512;1;62;1;1271.22;42.0242;1545.26;130.347;3092.03;385.202;0.044576;Shared;GPU01
31744;512;1;62;1;1260.29;42.0203;1545.53;130.068;3092.82;380.179;0.044416;Shared;GPU01
16384;512;1;32;1;361.055;11.1846;398.683;51.6133;823.717;103.707;0.02832;Shared;GPU01
31744;512;1;62;1;1257.45;42.0227;1545.39;130.279;3092.52;380.876;0.045024;Shared;GPU01
31744;512;1;62;1;1589.02;34.1606;883.537;131.17;3095.06;375.351;0.043936;Shared;GPU01
31744;512;1;62;1;1583.03;34.0263;876.27;130.271;3094.73;381.732;0.045056;PreferEqual;GPU01
31744;512;1;62;1;1214.87;36.2432;1143;130.232;3092.1;384.769;0.045184;PreferEqual;GPU01
31744;512;1;62;1;1277.66;39.614;1545.62;130.277;3101.48;403.625;0.04448;PreferEqual;GPU01
31744;512;1;62;1;1270.52;42.0238;1545.21;130.267;3092.19;381.402;0.045056;PreferEqual;GPU01
31744;512;1;62;1;1334.02;45.1479;1545.35;130.144;3094.05;416.319;0.045984;PreferEqual;GPU01
31744;512;1;62;1;1327.21;45.4692;1557.87;131.058;3094.95;414.632;0.04528;PreferEqual;GPU01
31744;512;1;62;1;1344.22;45.4793;1558.07;131.171;3098.89;399.044;0.044544;PreferEqual;GPU01
31744;512;1;62;1;1479.06;48.71;1557.67;131.161;3094.91;416.557;0.04496;PreferEqual;GPU01
31744;512;1;62;1;1559.26;33.9491;875.833;130.433;3093.64;413.431;0.044096;PreferEqual;GPU01
31744;32;1;640;1;1556.96;33.9457;875.965;692.305;3095.15;411.147;0.045376;PreferEqual;GPU01
31744;64;1;496;1;1560.85;33.941;876.286;465.218;3095.15;385.622;0.045856;PreferEqual;GPU01
31744;128;1;248;1;1576.93;33.9447;876.33;200.516;3093.09;386.105;0.045248;PreferEqual;GPU01
31744;256;1;124;1;1587.24;33.9649;876.169;150.257;3091.81;381.642;0.04304;PreferEqual;GPU01
31744;1024;1;31;1;1585.16;33.967;876.012;136.109;3092.13;383.811;0.044256;PreferEqual;GPU01
31744;10;1;640;1;1571.44;33.9588;876.336;712.108;3097.25;415.503;0.044992;PreferEqual;GPU01
31744;10;1;640;1;1569.53;33.9548;876.221;711.705;3093.89;382.118;0.044992;Shared;GPU01
31744;128;1;248;1;1577.13;33.9476;876.358;200.116;3093.03;409.156;0.04448;Shared;GPU01
31744;256;1;124;1;1576.65;33.9644;876.327;149.894;3091.69;379.616;0.044352;Shared;GPU01
31744;512;1;62;1;1581.33;33.9574;876.314;130.319;3096.95;377.558;0.044448;Shared;GPU01
31744;1024;1;31;1;1568.57;33.979;876.262;136.221;3092.62;385.296;0.04592;Shared;GPU01
